muni_code;dengue_pattern
2403806;Episódico/Epidêmico
2403905;Episódico
2404002;Episódico
2404101;Episódico/Epidêmico
2404200;Episódico/Epidêmico
2404309;Episódico
2404408;Episódico/Epidêmico
2404507;Epidêmico
2404606;Episódico/Epidêmico
2404705;Episódico/Epidêmico
2404804;Episódico
2404853;Episódico
2404903;Episódico
2405009;Episódico/Epidêmico
2405108;Episódico/Epidêmico
2405207;Episódico/Epidêmico
2405306;Episódico/Epidêmico
2405405;Episódico/Epidêmico
2405504;Episódico/Epidêmico
2405603;Episódico/Epidêmico
2405702;Episódico/Epidêmico
2405801;Episódico/Epidêmico
2405900;Episódico
2406007;Episódico/Epidêmico
2406106;Episódico/Epidêmico
2406155;Episódico
2406205;Episódico
2406304;Episódico
2406403;Episódico/Epidêmico
2406502;Episódico/Epidêmico
2406601;Episódico
2406700;Episódico/Epidêmico
2406809;Episódico/Epidêmico
2406908;Episódico
2407005;Episódico/Epidêmico
2407104;Epidêmico
2407203;Episódico/Epidêmico
2407252;Episódico
2407302;Episódico/Epidêmico
2407401;Episódico
2407500;Episódico
2407609;Episódico
2407708;Episódico/Epidêmico
2407807;Episódico
2407906;Episódico
2408003;Epidêmico
2408102;Transmissão Persistente
2408201;Episódico/Epidêmico
2408300;Epidêmico
2408409;Episódico
2408508;Episódico/Epidêmico
2408607;Episódico
2408706;Episódico
2408805;Episódico/Epidêmico
2408904;Episódico/Epidêmico
2408953;Episódico/Epidêmico
2409100;Episódico/Epidêmico
2409209;Episódico/Epidêmico
2409308;Episódico/Epidêmico
2409332;Episódico/Epidêmico
2409407;Episódico/Epidêmico
2409506;Episódico/Epidêmico
2409605;Episódico/Epidêmico
2409704;Episódico/Epidêmico
2409803;Episódico/Epidêmico
2409902;Episódico/Epidêmico
2410009;Episódico/Epidêmico
2410108;Episódico/Epidêmico
2410207;Episódico
2410256;Episódico
2410306;Episódico/Epidêmico
2410405;Episódico/Epidêmico
2410504;Episódico/Epidêmico
2410603;Episódico
2410702;Episódico
2410801;Episódico
2410900;Episódico/Epidêmico
2411007;Episódico
2411056;Episódico/Epidêmico
2411106;Episódico/Epidêmico
2411205;Epidêmico
2411403;Episódico/Epidêmico
2411429;Episódico/Epidêmico
2411502;Episódico/Epidêmico
2411601;Episódico/Epidêmico
2411700;Episódico/Epidêmico
2411809;Episódico/Epidêmico
2411908;Episódico
2412005;Episódico/Epidêmico
2412104;Episódico
2412203;Episódico/Epidêmico
2412302;Episódico/Epidêmico
2412401;Episódico
2412500;Episódico/Epidêmico
2412559;Episódico/Epidêmico
2412609;Episódico/Epidêmico
2412708;Episódico
2412807;Episódico/Epidêmico
2412906;Episódico/Epidêmico
2413003;Episódico/Epidêmico
2413102;Episódico/Epidêmico
2413201;Episódico
2413300;Episódico
2413359;Episódico/Epidêmico
2413409;Episódico/Epidêmico
2413508;Episódico/Epidêmico
2413557;Episódico
2413607;Episódico
2413706;Episódico/Epidêmico
2413805;Episódico/Epidêmico
2413904;Episódico/Epidêmico
2414001;Episódico/Epidêmico
2414100;Episódico/Epidêmico
2414159;Episódico/Epidêmico
2414209;Episódico/Epidêmico
2414308;Episódico/Epidêmico
2414407;Episódico/Epidêmico
2414456;Episódico/Epidêmico
2414506;Episódico
2414605;Episódico/Epidêmico
2414704;Episódico/Epidêmico
2414753;Episódico
2414803;Episódico/Epidêmico
2414902;Episódico
2415008;Episódico
2500106;Episódico/Epidêmico
2500205;Episódico/Epidêmico
2500304;Episódico/Epidêmico
2500403;Episódico/Epidêmico
2500502;Episódico/Epidêmico
2500536;Episódico/Epidêmico
2500577;Episódico/Epidêmico
2500601;Episódico/Epidêmico
2500700;Episódico/Epidêmico
2500734;Episódico
2500775;Episódico/Epidêmico
2500809;Episódico
2500908;Episódico/Epidêmico
2501005;Episódico/Epidêmico
2501104;Episódico/Epidêmico
2501153;Episódico/Epidêmico
2501203;Episódico/Epidêmico
2501302;Episódico/Epidêmico
2501351;Episódico/Epidêmico
2501401;Episódico
2501500;Episódico/Epidêmico
2501534;Episódico/Epidêmico
2501575;Episódico/Epidêmico
2501609;Episódico/Epidêmico
2501708;Episódico/Epidêmico
2501807;Episódico/Epidêmico
2501906;Episódico/Epidêmico
2502003;Episódico
2502052;Episódico/Epidêmico
2502102;Episódico/Epidêmico
2502151;Episódico/Epidêmico
2502201;Episódico
2502300;Episódico/Epidêmico
2502409;Episódico
2502508;Episódico/Epidêmico
2502607;Episódico
2502706;Episódico
2502805;Episódico/Epidêmico
2502904;Episódico/Epidêmico
2503001;Episódico/Epidêmico
2503100;Episódico/Epidêmico
2503209;Epidêmico
2503308;Episódico/Epidêmico
2503407;Episódico
2503506;Episódico/Epidêmico
2503555;Episódico/Epidêmico
2503605;Episódico
2503704;Episódico/Epidêmico
2503753;Episódico
2503803;Episódico
2503902;Episódico
2504009;Epidêmico
2504033;Episódico
2504074;Episódico
2504108;Episódico
2504157;Episódico/Epidêmico
2504207;Episódico/Epidêmico
2504306;Episódico/Epidêmico
2504355;Episódico/Epidêmico
2504405;Episódico
2504504;Episódico/Epidêmico
2504603;Episódico/Epidêmico
2504702;Episódico/Epidêmico
2504801;Episódico/Epidêmico
2504850;Episódico
2504900;Episódico/Epidêmico
2505006;Episódico/Epidêmico
2505105;Episódico/Epidêmico
2505204;Episódico
2505238;Episódico
2505279;Episódico/Epidêmico
2505303;Episódico
2505352;Episódico
2505402;Episódico
2505501;Episódico
2505600;Episódico
2505709;Episódico/Epidêmico
2505808;Episódico
2505907;Episódico
2506004;Episódico/Epidêmico
2506103;Episódico
2506202;Episódico/Epidêmico
2506251;Episódico
2506301;Episódico/Epidêmico
2506400;Episódico
2506509;Episódico/Epidêmico
2506608;Episódico
2506707;Episódico
2506806;Episódico/Epidêmico
2506905;Episódico/Epidêmico
2507002;Episódico/Epidêmico
2507101;Episódico
2507200;Episódico
2507309;Episódico
2507408;Episódico
2507507;Epidêmico
2507606;Episódico/Epidêmico
2507705;Episódico/Epidêmico
2507804;Episódico/Epidêmico
2507903;Episódico
2508000;Episódico/Epidêmico
2508109;Episódico
2508208;Episódico
2508307;Episódico/Epidêmico
2508406;Episódico
2508505;Episódico
2508554;Episódico
2508604;Episódico/Epidêmico
2508703;Episódico/Epidêmico
2508802;Episódico/Epidêmico
2508901;Episódico/Epidêmico
2509008;Episódico/Epidêmico
2509057;Episódico
2509107;Episódico
2509156;Episódico
2509206;Episódico
2509305;Episódico/Epidêmico
2509339;Episódico
2509370;Episódico
2509396;Episódico/Epidêmico
2509404;Episódico
2509503;Episódico/Epidêmico
2509602;Episódico
2509701;Epidêmico
2509800;Episódico
2509909;Episódico/Epidêmico
2510006;Episódico
2510105;Episódico/Epidêmico
2510204;Episódico/Epidêmico
2510303;Episódico/Epidêmico
2510402;Episódico
2510501;Episódico/Epidêmico
2510600;Episódico
2510659;Episódico/Epidêmico
2510709;Episódico
2510808;Episódico/Epidêmico
2510907;Episódico
2511004;Episódico
2511103;Episódico/Epidêmico
2511202;Episódico/Epidêmico
2511301;Episódico/Epidêmico
2511400;Epidêmico
2511509;Episódico/Epidêmico
2511608;Episódico
2511707;Episódico
2511806;Sem transmissão
2511905;Episódico
2512002;Episódico/Epidêmico
2512036;Episódico
2512077;Episódico
2512101;Episódico/Epidêmico
2512200;Episódico/Epidêmico
2512309;Episódico/Epidêmico
2512408;Episódico
2512507;Epidêmico
2512606;Episódico/Epidêmico
2512705;Episódico/Epidêmico
2512721;Episódico/Epidêmico
2512747;Episódico/Epidêmico
2512754;Episódico
2512762;Episódico
2512788;Episódico/Epidêmico
2512804;Episódico/Epidêmico
2512903;Episódico
2513000;Episódico
2513109;Episódico
2513158;Episódico/Epidêmico
2513208;Episódico
2513307;Episódico
2513356;Episódico
2513406;Episódico/Epidêmico
2513505;Episódico
2513604;Episódico
2513653;Episódico/Epidêmico
2513703;Epidêmico
2513802;Episódico
2513851;Episódico
2513901;Episódico/Epidêmico
2513927;Episódico
2513943;Episódico/Epidêmico
2513968;Episódico
2513984;Episódico
2514008;Episódico/Epidêmico
2514107;Episódico/Epidêmico
2514206;Episódico
2514305;Episódico
2514404;Episódico/Epidêmico
2514453;Episódico/Epidêmico
2514503;Episódico/Epidêmico
2514552;Episódico
2514602;Episódico
2514651;Episódico
2514701;Episódico/Epidêmico
2514800;Episódico
2514909;Episódico
2515005;Episódico
2515104;Episódico/Epidêmico
2515203;Episódico
2515302;Episódico/Epidêmico
2515401;Episódico/Epidêmico
2515500;Episódico/Epidêmico
2515609;Episódico
2515708;Episódico
2515807;Episódico
2515906;Episódico
2515930;Episódico
2515971;Sem transmissão
2516003;Episódico/Epidêmico
2516102;Episódico
2516151;Episódico/Epidêmico
2516201;Epidêmico
2516300;Episódico/Epidêmico
2516409;Episódico
2516508;Episódico/Epidêmico
2516607;Episódico
2516706;Episódico/Epidêmico
2516755;Episódico/Epidêmico
2516805;Episódico
2516904;Episódico/Epidêmico
2517001;Episódico/Epidêmico
2517100;Episódico/Epidêmico
2517209;Episódico
2517407;Episódico
2600054;Episódico/Epidêmico
2600104;Epidêmico
2600203;Episódico/Epidêmico
2600302;Episódico/Epidêmico
2600401;Episódico/Epidêmico
2600500;Episódico/Epidêmico
2600609;Episódico/Epidêmico
2600708;Episódico
2600807;Episódico/Epidêmico
2600906;Episódico/Epidêmico
2601003;Episódico/Epidêmico
2601052;Episódico/Epidêmico
2601102;Episódico/Epidêmico
2601201;Epidêmico
2601300;Episódico/Epidêmico
2601409;Episódico/Epidêmico
2601508;Episódico
2601607;Episódico/Epidêmico
2601706;Epidêmico
2601805;Episódico/Epidêmico
2601904;Episódico/Epidêmico
2602001;Episódico/Epidêmico
2602100;Episódico/Epidêmico
2602209;Episódico/Epidêmico
2602308;Episódico/Epidêmico
2602407;Episódico
2602506;Episódico/Epidêmico
2602605;Epidêmico
2602704;Episódico
2602803;Episódico/Epidêmico
2602902;Epidêmico
2603009;Episódico/Epidêmico
2603108;Episódico
2603207;Episódico/Epidêmico
2603306;Episódico
2603405;Episódico/Epidêmico
2603454;Epidêmico
2603504;Episódico/Epidêmico
2603603;Episódico/Epidêmico
2603702;Episódico/Epidêmico
2603801;Episódico/Epidêmico
2603900;Episódico/Epidêmico
2603926;Episódico/Epidêmico
2604007;Episódico/Epidêmico
2604106;Epidêmico
2604155;Episódico
2604205;Episódico
2604304;Episódico/Epidêmico
2604403;Episódico/Epidêmico
2604502;Episódico/Epidêmico
2604601;Episódico
2604700;Episódico
2604809;Episódico/Epidêmico
2604908;Episódico/Epidêmico
2605004;Episódico/Epidêmico
2605103;Episódico/Epidêmico
2605152;Episódico/Epidêmico
2605202;Episódico/Epidêmico
2605301;Episódico/Epidêmico
2605400;Episódico/Epidêmico
2605459;Epidêmico
2605509;Episódico/Epidêmico
2605608;Episódico
2605707;Episódico/Epidêmico
2605806;Episódico
2605905;Episódico/Epidêmico
2606002;Epidêmico
2606101;Episódico
2606200;Epidêmico
2606309;Episódico/Epidêmico
2606408;Epidêmico
2606507;Episódico
2606606;Episódico/Epidêmico
2606705;Episódico
2606804;Epidêmico
2606903;Episódico/Epidêmico
2607000;Episódico/Epidêmico
2607109;Episódico/Epidêmico
2607208;Epidêmico
2607307;Episódico/Epidêmico
2607406;Episódico/Epidêmico
2607505;Episódico/Epidêmico
2607604;Episódico/Epidêmico
2607653;Episódico/Epidêmico
2607703;Episódico/Epidêmico
2607752;Episódico/Epidêmico
2607802;Episódico/Epidêmico
2607901;Epidêmico
2607950;Episódico/Epidêmico
2608008;Epidêmico
2608057;Episódico/Epidêmico
2608107;Episódico/Epidêmico
2608206;Episódico
2608255;Episódico/Epidêmico
2608305;Episódico
2608404;Episódico/Epidêmico
2608453;Episódico/Epidêmico
2608503;Episódico
2608602;Episódico/Epidêmico
2608701;Episódico/Epidêmico
2608750;Episódico/Epidêmico
2608800;Episódico/Epidêmico
2608909;Epidêmico
2609006;Episódico/Epidêmico
2609105;Episódico/Epidêmico
2609154;Episódico/Epidêmico
2609204;Episódico
2609303;Episódico/Epidêmico
2609402;Episódico/Epidêmico
2609501;Episódico/Epidêmico
2609600;Epidêmico
2609709;Episódico/Epidêmico
2609808;Episódico/Epidêmico
2609907;Episódico/Epidêmico
2610004;Epidêmico
2610103;Episódico
2610202;Episódico/Epidêmico
2610301;Episódico/Epidêmico
2610400;Episódico/Epidêmico
2610509;Epidêmico
2610608;Epidêmico
2610707;Epidêmico
2610806;Episódico/Epidêmico
2610905;Episódico/Epidêmico
2611002;Episódico/Epidêmico
2611101;Epidêmico
2611200;Episódico/Epidêmico
2611309;Episódico
2611408;Episódico
2611507;Episódico/Epidêmico
2611533;Sem transmissão
2611606;Epidêmico
2611705;Episódico
2611804;Episódico
2611903;Episódico/Epidêmico
2612000;Episódico/Epidêmico
2612109;Episódico
2612208;Epidêmico
2612307;Episódico/Epidêmico
2612406;Episódico/Epidêmico
2612455;Episódico/Epidêmico
2612471;Episódico/Epidêmico
2612505;Epidêmico
2612554;Episódico/Epidêmico
2612604;Episódico/Epidêmico
2612703;Episódico
2612802;Episódico/Epidêmico
2612901;Episódico
2613008;Episódico/Epidêmico
2613107;Epidêmico
2613206;Episódico/Epidêmico
2613305;Episódico/Epidêmico
2613404;Episódico/Epidêmico
2613503;Episódico/Epidêmico
2613602;Episódico/Epidêmico
2613701;Epidêmico
2613800;Episódico/Epidêmico
2613909;Episódico/Epidêmico
2614006;Episódico/Epidêmico
2614105;Episódico/Epidêmico
2614204;Episódico/Epidêmico
2614303;Episódico/Epidêmico
2614402;Episódico/Epidêmico
2614501;Episódico/Epidêmico
2614600;Episódico/Epidêmico
2614709;Episódico/Epidêmico
2614808;Episódico
2614857;Episódico
2615003;Episódico
2615102;Episódico/Epidêmico
2615201;Episódico/Epidêmico
2615300;Epidêmico
2615409;Episódico/Epidêmico
2615508;Episódico
2615607;Episódico/Epidêmico
2615706;Episódico/Epidêmico
2615805;Episódico/Epidêmico
2615904;Episódico/Epidêmico
2616001;Episódico/Epidêmico
2616100;Episódico/Epidêmico
2616183;Episódico/Epidêmico
2616209;Episódico/Epidêmico
2616308;Episódico/Epidêmico
2616407;Epidêmico
2616506;Episódico/Epidêmico
2700102;Episódico/Epidêmico
2700201;Episódico/Epidêmico
2700300;Epidêmico
2700409;Episódico
2700508;Episódico
2700607;Episódico/Epidêmico
2700706;Episódico
2700805;Episódico
2700904;Episódico
2701001;Episódico
2701100;Episódico/Epidêmico
2701209;Episódico/Epidêmico
2701308;Episódico
2701357;Episódico
2701407;Episódico/Epidêmico
2701506;Episódico
2701605;Episódico
2701704;Episódico/Epidêmico
2701803;Episódico
2701902;Episódico
2702009;Episódico/Epidêmico
2702108;Episódico/Epidêmico
2702207;Episódico/Epidêmico
2702306;Episódico/Epidêmico
2702355;Episódico/Epidêmico
2702405;Episódico/Epidêmico
2702504;Episódico/Epidêmico
2702553;Episódico
2702603;Episódico/Epidêmico
2702702;Episódico
2702801;Episódico/Epidêmico
2702900;Episódico/Epidêmico
2703007;Episódico/Epidêmico
2703106;Episódico
2703205;Episódico/Epidêmico
2703304;Episódico/Epidêmico
2703403;Episódico/Epidêmico
2703502;Episódico
2703601;Episódico/Epidêmico
2703700;Episódico
2703759;Episódico/Epidêmico
2703809;Episódico/Epidêmico
2703908;Episódico
2704005;Episódico/Epidêmico
2704104;Episódico/Epidêmico
2704203;Episódico/Epidêmico
2704302;Epidêmico
2704401;Episódico/Epidêmico
2704500;Episódico/Epidêmico
2704609;Episódico
2704708;Episódico/Epidêmico
2704807;Episódico
2704906;Episódico
2705002;Episódico/Epidêmico
2705101;Episódico/Epidêmico
2705200;Episódico/Epidêmico
2705309;Episódico
2705408;Episódico
2705507;Episódico/Epidêmico
2705606;Episódico
2705705;Episódico
2705804;Episódico
2705903;Episódico
2706000;Episódico
2706109;Episódico
2706208;Episódico
2706307;Episódico/Epidêmico
2706406;Episódico
2706422;Episódico/Epidêmico
2706448;Episódico/Epidêmico
2706505;Episódico
2706604;Episódico
2706703;Episódico/Epidêmico
2706802;Episódico/Epidêmico
2706901;Episódico/Epidêmico
2707008;Episódico
2707107;Episódico
2707206;Episódico/Epidêmico
2707305;Episódico/Epidêmico
2707404;Episódico
2707503;Episódico
2707602;Episódico/Epidêmico
2707701;Episódico/Epidêmico
2707800;Episódico
2707909;Episódico/Epidêmico
2708006;Episódico/Epidêmico
2708105;Episódico/Epidêmico
2708204;Episódico
2708303;Episódico/Epidêmico
2708402;Episódico/Epidêmico
2708501;Episódico/Epidêmico
2708600;Epidêmico
2708709;Episódico
2708808;Episódico/Epidêmico
2708907;Episódico/Epidêmico
2708956;Episódico/Epidêmico
2709004;Episódico
2709103;Episódico/Epidêmico
2709152;Episódico/Epidêmico
2709202;Episódico/Epidêmico
2709301;Epidêmico
2709400;Episódico/Epidêmico
2800100;Sem transmissão
2800209;Episódico/Epidêmico
2800308;Epidêmico
2800407;Episódico/Epidêmico
2800506;Episódico/Epidêmico
2800605;Episódico/Epidêmico
2800670;Episódico/Epidêmico
2800704;Episódico
2801009;Episódico/Epidêmico
2801108;Episódico
2801207;Episódico
2801306;Episódico
2801405;Episódico/Epidêmico
2801504;Episódico/Epidêmico
2801603;Episódico/Epidêmico
2801702;Episódico/Epidêmico
2801900;Episódico
2802007;Episódico
2802106;Epidêmico
2802205;Episódico
2802304;Episódico
2802403;Episódico/Epidêmico
2802502;Episódico
2802601;Episódico
2802700;Episódico
2802809;Episódico/Epidêmico
2802908;Episódico/Epidêmico
2803005;Episódico/Epidêmico
2803104;Sem transmissão
2803203;Episódico/Epidêmico
2803302;Episódico
2803401;Episódico
2803500;Epidêmico
2803609;Episódico/Epidêmico
2803708;Episódico
2803807;Episódico
2803906;Episódico/Epidêmico
2804003;Episódico
2804102;Episódico/Epidêmico
2804201;Episódico/Epidêmico
2804300;Episódico/Epidêmico
2804409;Episódico/Epidêmico
2804458;Episódico
2804508;Episódico/Epidêmico
2804607;Episódico/Epidêmico
2804706;Episódico
2804805;Epidêmico
2804904;Episódico/Epidêmico
2805000;Episódico
2805109;Episódico
2805208;Episódico/Epidêmico
2805307;Episódico/Epidêmico
2805406;Episódico
2805505;Episódico
2805604;Episódico/Epidêmico
2805703;Epidêmico
2805802;Episódico
2805901;Episódico
2806008;Episódico/Epidêmico
2806107;Episódico/Epidêmico
2806206;Episódico
2806305;Episódico
2806404;Episódico
2806503;Episódico
2806602;Episódico
2806701;Epidêmico
2806800;Episódico
2806909;Episódico
2807006;Episódico
2807105;Episódico/Epidêmico
2807204;Episódico/Epidêmico
2807303;Episódico
2807402;Episódico/Epidêmico
2807501;Episódico
2807600;Episódico/Epidêmico
2900108;Episódico
2900207;Episódico/Epidêmico
2900306;Episódico
2900355;Episódico/Epidêmico
2900405;Episódico/Epidêmico
2900504;Episódico/Epidêmico
2900603;Episódico
2900702;Epidêmico
2900801;Episódico/Epidêmico
2900900;Episódico
2901007;Episódico/Epidêmico
2901106;Episódico
2901155;Episódico/Epidêmico
2901205;Episódico/Epidêmico
2901304;Episódico/Epidêmico
2901353;Episódico/Epidêmico
2901403;Episódico/Epidêmico
2901502;Episódico/Epidêmico
2901601;Episódico
2901700;Episódico/Epidêmico
2901809;Episódico/Epidêmico
2901908;Episódico
2901957;Episódico/Epidêmico
2902005;Episódico
2902054;Episódico
2902104;Episódico/Epidêmico
2902203;Episódico
2902252;Episódico
2902302;Episódico
2902401;Episódico
2902500;Episódico/Epidêmico
2902609;Episódico
2902658;Episódico
2902708;Episódico/Epidêmico
2902807;Episódico/Epidêmico
2902906;Episódico/Epidêmico
2903003;Episódico/Epidêmico
2903102;Episódico/Epidêmico
2903201;Epidêmico
2903235;Episódico/Epidêmico
2903276;Episódico/Epidêmico
2903300;Episódico
2903409;Episódico/Epidêmico
2903508;Episódico
2903607;Episódico
2903706;Episódico
2903805;Episódico
2903904;Episódico/Epidêmico
2903953;Episódico/Epidêmico
2904001;Episódico
2904050;Episódico
2904100;Episódico/Epidêmico
2904209;Episódico/Epidêmico
2904308;Episódico/Epidêmico
2904407;Episódico/Epidêmico
2904506;Episódico/Epidêmico
2904605;Epidêmico
2904704;Episódico/Epidêmico
2904753;Episódico/Epidêmico
2904803;Episódico
2904852;Episódico
2904902;Episódico
2905008;Episódico/Epidêmico
2905107;Episódico/Epidêmico
2905156;Episódico/Epidêmico
2905206;Episódico/Epidêmico
2905305;Episódico/Epidêmico
2905404;Episódico
2905503;Episódico
2905602;Episódico/Epidêmico
2905701;Epidêmico
2905800;Episódico/Epidêmico
2905909;Episódico/Epidêmico
2906006;Episódico/Epidêmico
2906105;Episódico/Epidêmico
2906204;Episódico/Epidêmico
2906303;Episódico/Epidêmico
2906402;Episódico/Epidêmico
2906501;Episódico/Epidêmico
2906600;Episódico/Epidêmico
2906709;Episódico/Epidêmico
2906808;Episódico
2906824;Episódico
2906857;Episódico/Epidêmico
2906873;Episódico
2906899;Episódico
2906907;Episódico/Epidêmico
2907004;Episódico
2907103;Episódico/Epidêmico
2907202;Episódico/Epidêmico
2907301;Episódico
2907400;Episódico
2907509;Episódico/Epidêmico
2907558;Episódico/Epidêmico
2907608;Episódico/Epidêmico
2907707;Episódico
2907806;Episódico/Epidêmico
2907905;Episódico
2908002;Episódico/Epidêmico
2908101;Episódico
2908200;Episódico/Epidêmico
2908309;Episódico/Epidêmico
2908408;Episódico/Epidêmico
2908507;Episódico/Epidêmico
2908606;Episódico
2908705;Episódico/Epidêmico
2908804;Episódico/Epidêmico
2908903;Episódico/Epidêmico
2909000;Episódico
2909109;Episódico/Epidêmico
2909208;Episódico/Epidêmico
2909307;Epidêmico
2909406;Episódico/Epidêmico
2909505;Episódico
2909604;Episódico
2909703;Episódico/Epidêmico
2909802;Episódico/Epidêmico
2909901;Episódico/Epidêmico
2910008;Episódico
2910057;Episódico/Epidêmico
2910107;Episódico/Epidêmico
2910206;Episódico
2910305;Episódico
2910404;Episódico/Epidêmico
2910503;Episódico
2910602;Episódico/Epidêmico
2910701;Episódico/Epidêmico
2910727;Epidêmico
2910750;Episódico/Epidêmico
2910776;Episódico
2910800;Epidêmico
2910859;Episódico/Epidêmico
2910909;Episódico
2911006;Episódico
2911105;Episódico
2911204;Episódico/Epidêmico
2911253;Episódico
2911303;Episódico/Epidêmico
2911402;Episódico/Epidêmico
2911501;Episódico
2911600;Episódico/Epidêmico
2911659;Episódico/Epidêmico
2911709;Epidêmico
2911808;Episódico
2911857;Episódico
2911907;Episódico/Epidêmico
2912004;Episódico/Epidêmico
2912103;Episódico/Epidêmico
2912202;Episódico/Epidêmico
2912301;Episódico/Epidêmico
2912400;Episódico/Epidêmico
2912509;Episódico/Epidêmico
2912608;Episódico
2912707;Episódico
2912806;Episódico/Epidêmico
2912905;Episódico/Epidêmico
2913002;Episódico/Epidêmico
2913101;Episódico/Epidêmico
2913200;Episódico/Epidêmico
2913309;Episódico/Epidêmico
2913408;Episódico/Epidêmico
2913457;Episódico
2913507;Episódico/Epidêmico
2913606;Epidêmico
2913705;Episódico/Epidêmico
2913804;Episódico/Epidêmico
2913903;Epidêmico
2914000;Episódico/Epidêmico
2914109;Episódico/Epidêmico
2914208;Episódico
2914307;Episódico
2914406;Episódico/Epidêmico
2914505;Episódico/Epidêmico
2914604;Epidêmico
2914653;Episódico/Epidêmico
2914703;Epidêmico
2914802;Epidêmico
2914901;Episódico/Epidêmico
2915007;Episódico
2915106;Episódico/Epidêmico
2915205;Episódico
2915304;Episódico
2915353;Episódico/Epidêmico
2915403;Episódico
2915502;Episódico/Epidêmico
2915601;Episódico/Epidêmico
2915700;Episódico/Epidêmico
2915809;Episódico/Epidêmico
2915908;Episódico
2916005;Episódico/Epidêmico
2916104;Episódico/Epidêmico
2916203;Episódico
2916302;Episódico/Epidêmico
2916401;Episódico/Epidêmico
2916500;Episódico/Epidêmico
2916609;Episódico/Epidêmico
2916708;Episódico
2916807;Episódico
2916856;Episódico/Epidêmico
2916906;Episódico/Epidêmico
2917003;Episódico/Epidêmico
2917102;Episódico/Epidêmico
2917201;Episódico/Epidêmico
2917300;Episódico/Epidêmico
2917334;Episódico/Epidêmico
2917359;Episódico/Epidêmico
2917409;Episódico/Epidêmico
2917508;Epidêmico
2917607;Episódico/Epidêmico
2917706;Episódico/Epidêmico
2917805;Episódico
2917904;Episódico
2918001;Epidêmico
2918100;Episódico/Epidêmico
2918209;Episódico
2918308;Episódico
2918357;Episódico/Epidêmico
2918407;Epidêmico
2918456;Episódico
2918506;Episódico/Epidêmico
2918555;Episódico
2918605;Episódico
2918704;Episódico
2918753;Episódico/Epidêmico
2918803;Episódico
2918902;Episódico
2919009;Episódico
2919058;Episódico/Epidêmico
2919108;Episódico
2919157;Episódico/Epidêmico
2919207;Episódico/Epidêmico
2919306;Episódico/Epidêmico
2919405;Episódico
2919504;Episódico/Epidêmico
2919553;Epidêmico
2919603;Episódico/Epidêmico
2919702;Episódico
2919801;Epidêmico
2919900;Episódico
2919926;Episódico/Epidêmico
2919959;Episódico
2920007;Episódico/Epidêmico
2920106;Episódico/Epidêmico
2920205;Episódico
2920304;Episódico/Epidêmico
2920403;Episódico/Epidêmico
2920452;Episódico
2920502;Epidêmico
2920601;Episódico/Epidêmico
2920700;Episódico
2920809;Episódico
2920908;Episódico
2921005;Episódico/Epidêmico
2921054;Episódico/Epidêmico
2921104;Episódico/Epidêmico
2921203;Episódico/Epidêmico
2921302;Episódico
2921401;Episódico/Epidêmico
2921450;Episódico/Epidêmico
2921500;Episódico
2921609;Episódico/Epidêmico
2921708;Episódico/Epidêmico
2921807;Episódico
2921906;Episódico
2922003;Epidêmico
2922052;Episódico/Epidêmico
2922102;Episódico
2922201;Episódico
2922250;Episódico
2922300;Episódico/Epidêmico
2922409;Episódico
2922508;Episódico
2922607;Episódico
2922656;Episódico/Epidêmico
2922706;Episódico/Epidêmico
2922730;Episódico/Epidêmico
2922755;Episódico
2922805;Episódico
2922854;Episódico
2922904;Episódico
2923001;Episódico/Epidêmico
2923035;Episódico/Epidêmico
2923050;Episódico
2923100;Episódico/Epidêmico
2923209;Episódico/Epidêmico
2923308;Episódico
2923357;Episódico/Epidêmico
2923407;Episódico/Epidêmico
2923506;Episódico/Epidêmico
2923605;Episódico/Epidêmico
2923704;Episódico/Epidêmico
2923803;Episódico/Epidêmico
2923902;Episódico/Epidêmico
2924009;Epidêmico
2924058;Episódico/Epidêmico
2924108;Episódico
2924207;Episódico
2924306;Episódico
2924405;Episódico
2924504;Episódico/Epidêmico
2924603;Episódico/Epidêmico
2924652;Episódico
2924678;Episódico
2924702;Episódico/Epidêmico
2924801;Episódico
2924900;Episódico
2925006;Episódico/Epidêmico
2925105;Episódico/Epidêmico
2925204;Episódico/Epidêmico
2925253;Episódico/Epidêmico
2925303;Epidêmico
2925402;Episódico
2925501;Episódico/Epidêmico
2925600;Episódico/Epidêmico
2925709;Episódico/Epidêmico
2925758;Episódico/Epidêmico
2925808;Episódico
2925907;Episódico/Epidêmico
2925931;Episódico/Epidêmico
2925956;Episódico/Epidêmico
2926004;Episódico/Epidêmico
2926103;Episódico
2926202;Episódico/Epidêmico
2926301;Episódico/Epidêmico
2926400;Episódico/Epidêmico
2926509;Episódico
2926608;Episódico/Epidêmico
2926657;Episódico/Epidêmico
2926707;Episódico/Epidêmico
2926806;Episódico
2926905;Episódico/Epidêmico
2927002;Epidêmico
2927101;Episódico
2927200;Episódico/Epidêmico
2927309;Episódico
2927408;Transmissão Persistente
2927507;Episódico/Epidêmico
2927606;Episódico/Epidêmico
2927705;Episódico/Epidêmico
2927804;Episódico
2927903;Episódico
2928000;Episódico/Epidêmico
2928059;Episódico
2928109;Epidêmico
2928208;Episódico/Epidêmico
2928307;Episódico
2928406;Episódico/Epidêmico
2928505;Episódico
2928604;Episódico
2928703;Episódico/Epidêmico
